
Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
73	24	26	11	19	16	21	8	6	16
74	24	26	11	19	16	21	8	6	16
75	24	26	11	19	16	21	8	6	12
76	24	26	11	19	16	21	8	6	18
77	24	26	11	17	16	21	8	6	15
78	24	26	11	17	16	21	8	6	18
79	24	26	11	17	16	21	5	6	14
80	24	26	11	17	16	21	5	6	14
81	24	26	11	17	16	21	5	6	12
82	24	26	11	17	16	21	5	6	16
83	24	26	11	17	16	21	5	6	18
84	24	26	11	17	16	9	5	6	18
85	24	26	11	12	16	9	5	6	17
86	24	26	11	12	16	9	5	6	15
87	24	26	11	12	16	9	5	6	15
88	24	26	11	12	16	9	5	6	15
89	24	26	11	12	16	9	5	6	16
90	24	26	11	12	16	9	5	6	17
91	24	26	11	12	16	9	5	6	15
92	24	26	11	12	16	9	5	6	15
93	24	26	11	12	16	9	5	6	18
94	24	26	11	12	21	9	5	6	16
95	24	26	11	12	21	9	5	6	14
96	24	26	11	12	21	9	5	6	14
97	24	26	11	12	21	9	5	6	16
98	24	26	11	12	21	9	5	6	15
99	24	26	11	12	21	9	5	6	14
100	24	26	11	12	21	9	5	6	18

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	24	26	11	12	21	9	5	6	18
1	24	26	11	12	21	9	5	1	17
2	24	26	11	12	21	9	5	1	16
3	24	26	11	12	21	9	5	1	15
4	24	26	11	12	21	9	5	1	15
5	24	26	11	12	21	9	5	1	15
6	24	26	11	12	21	9	5	1	18
7	24	26	11	12	21	9	5	6	14
8	24	26	11	12	21	9	5	6	15
9	24	26	11	12	21	9	5	6	17
10	24	26	11	12	21	9	5	6	19
11	24	26	11	12	21	9	5	4	16
12	24	26	11	12	21	9	5	4	15
13	24	26	11	12	21	9	5	4	19
14	24	26	20	12	21	9	5	4	17
15	24	26	20	12	21	9	5	4	16
16	24	26	20	12	21	9	5	4	14
17	24	26	20	12	21	9	5	4	15
18	24	26	20	12	21	9	5	4	19
19	24	26	28	12	21	9	5	4	17
20	24	26	28	12	21	9	5	4	15
21	24	26	28	12	21	9	5	4	18
22	24	26	28	12	21	9	5	4	19
23	24	26	20	12	21	9	5	4	16
24	24	26	20	12	21	9	5	4	17
25	24	26	20	12	21	9	5	4	13
26	24	26	20	12	21	9	5	4	19
27	24	26	20	12	11	9	5	4	17
28	24	26	20	12	11	9	5	4	17
29	24	26	20	12	11	9	5	4	17
30	24	26	20	12	11	9	5	4	17
31	24	26	20	12	11	9	5	4	14
32	24	26	20	12	11	9	5	4	17
33	24	26	20	12	11	9	5	4	15
34	24	26	20	12	11	9	5	4	15
35	24	26	20	12	11	9	5	4	19
36	24	26	20	12	11	6	5	4	18
37	24	26	20	12	11	6	5	4	17
38	24	26	20	12	11	6	5	4	18
39	24	26	20	12	11	6	5	4	15
40	24	26	20	12	11	6	5	4	16
41	24	26	20	12	11	6	5	4	16
42	24	26	20	12	11	6	5	4	14
43	24	26	20	12	11	6	5	4	18
44	24	26	20	12	11	6	5	4	16
45	24	26	20	12	11	6	5	4	17
46	24	26	20	12	11	6	5	4	15
47	24	26	20	12	11	6	5	4	16
48	24	26	20	12	11	6	5	4	18
49	24	26	20	12	11	6	5	4	15
50	24	26	20	12	11	6	5	4	15
51	24	26	20	12	11	6	5	4	14
52	24	26	20	12	11	6	5	4	18
53	24	26	20	12	11	6	5	4	18
54	24	26	20	12	11	6	5	4	15
55	24	26	20	12	11	6	5	4	18
56	24	26	20	12	11	6	5	4	17
57	24	26	20	12	11	6	5	4	18
58	24	26	20	12	11	6	5	4	14
59	24	26	20	12	11	6	5	4	18
60	24	26	20	12	11	6	5	4	18
61	24	26	20	12	11	6	5	4	17
62	24	26	20	12	11	6	5	4	15
63	24	26	20	12	11	6	5	4	17
64	24	26	20	12	11	6	5	4	16
65	24	26	20	12	11	6	5	4	17
66	24	26	20	12	11	6	5	4	17
67	24	26	20	12	11	6	5	4	16
68	24	26	20	12	11	6	5	4	17
69	24	26	20	12	11	6	5	4	18
70	24	26	20	12	11	6	5	4	18
71	24	26	20	12	11	6	5	4	18
72	24	26	20	12	11	6	5	4	16
73	24	26	20	12	11	6	5	4	17
74	24	26	20	12	11	6	5	4	18
75	24	26	20	12	11	6	5	4	14
76	24	26	20	12	11	6	5	4	16
77	24	26	20	12	11	6	5	4	18
78	24	26	20	12	11	6	5	4	16
79	24	26	20	12	11	6	5	4	19
80	24	26	20	12	11	6	1	4	15
81	24	26	20	12	11	6	1	4	17
82	24	26	20	12	11	6	1	4	17
83	24	26	20	12	11	6	1	4	18
84	24	26	20	12	11	6	1	4	17
85	24	26	20	12	11	6	1	4	16
86	24	26	20	12	11	6	1	4	16
87	24	26	20	12	11	6	1	4	17
88	24	26	20	12	11	6	1	4	18
89	24	26	20	12	11	6	1	4	16
90	24	26	20	12	11	6	1	4	15
91	24	26	20	12	11	6	1	4	17
92	24	26	20	12	11	6	1	4	17
93	24	26	20	12	11	6	1	4	16
94	24	26	20	12	11	6	1	4	17
95	24	26	20	12	11	6	1	4	15
96	24	26	20	12	11	6	1	4	16
97	24	26	20	12	11	6	1	4	18
98	24	26	20	12	11	6	1	4	18
99	24	26	20	12	11	6	1	4	17
100	24	26	20	12	11	6	1	4	19

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	24	26	20	12	11	6	1	4	18
1	24	26	20	12	11	6	1	4	18
2	24	26	20	12	11	6	1	4	14
3	24	26	20	12	11	6	1	4	14
4	24	26	20	12	11	6	1	4	18
5	24	26	20	12	11	6	1	4	19
6	24	26	20	12	13	6	1	4	18
7	24	26	20	12	13	6	1	4	18
8	24	26	20	12	13	6	1	4	15
9	24	26	20	12	13	6	1	4	18
10	24	26	20	12	13	6	1	4	17
11	24	26	20	12	13	6	1	4	18
12	24	26	20	12	13	6	1	4	17
13	24	26	20	12	13	6	1	4	19
14	24	26	20	17	13	6	1	4	18
15	24	26	20	17	13	6	1	4	16
16	24	26	20	17	13	6	1	4	17
17	24	26	20	17	13	6	1	4	15
18	24	26	20	17	13	6	1	4	16
19	24	26	20	17	13	6	1	4	16
20	24	26	20	17	13	6	1	4	17
21	24	26	20	17	13	6	1	4	18
22	24	26	20	17	13	6	1	4	15
23	24	26	20	17	13	6	1	4	18
24	24	26	20	17	13	6	1	4	19
25	24	26	20	21	13	6	1	4	17
26	24	26	20	21	13	6	1	4	20
27	24	26	20	21	12	6	1	4	17
28	24	26	20	21	12	6	1	4	19
29	24	26	20	21	12	6	1	4	17
30	24	26	20	21	12	6	1	4	19
31	24	26	20	21	12	6	1	4	19
32	24	26	20	21	12	6	1	4	18
33	24	26	20	21	12	6	1	4	17
34	24	26	20	21	12	6	1	4	16
35	24	26	20	21	12	6	1	4	19
36	24	26	20	21	12	6	1	4	19
37	24	26	20	21	12	6	1	4	15
38	24	26	20	21	12	6	1	4	18
39	24	26	20	21	12	6	1	4	19
40	24	26	20	21	12	6	1	4	17
41	24	26	20	21	12	6	1	4	19
42	24	26	20	21	12	6	1	4	18
43	24	26	20	21	12	6	1	4	16
44	24	26	20	21	12	6	1	4	18
45	24	26	20	21	12	6	1	4	16
46	24	26	20	21	12	6	1	4	18
47	24	26	20	21	12	6	1	4	19
48	24	26	20	21	12	6	1	4	19
49	24	26	20	21	12	6	1	4	19
50	24	26	20	21	12	6	1	4	19
51	24	26	20	21	12	6	1	4	18
52	24	26	20	21	12	6	1	4	18
53	24	26	20	21	12	6	1	4	18
54	24	26	20	21	12	6	1	4	15
55	24	26	20	21	12	6	1	4	17
56	24	26	20	21	12	6	1	4	17
57	24	26	20	21	12	6	1	4	19
58	24	26	20	21	12	6	1	4	19
59	24	26	20	21	12	6	1	4	18
60	24	26	20	21	12	6	1	4	16
61	24	26	20	21	12	6	1	4	17
62	24	26	20	21	12	6	1	4	17
63	24	26	20	21	12	6	1	4	18
64	24	26	20	21	12	6	1	4	18
65	24	26	20	21	12	6	1	4	17
66	24	26	20	21	12	6	1	4	18
67	24	26	20	21	12	6	1	4	19
68	24	26	20	21	12	6	1	4	17
69	24	26	20	21	12	6	1	4	19
70	24	26	20	21	12	6	1	4	19
71	24	26	20	21	12	6	1	4	15
72	24	26	20	21	12	6	1	4	16
73	24	26	20	21	12	6	1	4	19
74	24	26	20	21	12	6	1	4	19
75	24	26	20	21	12	6	1	4	19
76	24	26	20	21	12	6	1	4	19
77	24	26	20	21	12	6	1	4	18
78	24	26	20	21	12	6	1	4	18
79	24	26	20	21	12	6	1	4	18
80	24	26	20	21	12	6	1	4	18
81	24	26	20	21	12	6	1	4	15
82	24	26	20	21	12	6	1	4	18
83	24	26	20	21	12	6	1	4	17
84	24	26	20	21	12	6	1	4	17
85	24	26	20	21	12	6	1	4	19
86	24	26	20	21	12	6	1	4	19
87	24	26	20	21	12	6	1	4	15
88	24	26	20	21	12	6	1	4	17
89	24	26	20	21	12	6	1	4	19
90	24	26	20	21	12	6	1	4	16
91	24	26	20	21	12	6	1	4	17
92	24	26	20	21	12	6	1	4	19
93	24	26	20	21	12	6	1	4	19
94	24	26	20	21	12	6	1	4	17
95	24	26	20	21	12	6	1	4	17
96	24	26	20	21	12	6	1	4	19
97	24	26	20	21	12	6	1	4	18
98	24	26	20	21	12	6	1	4	15
99	24	26	20	21	12	6	1	4	17
100	24	26	20	21	12	6	1	4	20

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	24	26	20	21	12	6	1	4	19
1	24	26	20	21	12	6	1	4	19
2	24	26	20	21	12	6	1	4	16
3	24	26	20	21	12	6	1	4	19
4	24	26	20	21	12	6	1	4	15
5	24	26	20	21	12	6	1	4	18
6	24	26	20	21	12	6	1	4	19
7	24	26	20	21	12	6	1	4	17
8	24	26	20	21	12	6	1	4	19
9	24	26	20	21	12	6	1	4	18
10	24	26	20	21	12	6	1	4	17
11	24	26	20	21	12	6	1	4	19
12	24	26	20	21	12	6	1	4	19
13	24	26	20	21	12	6	1	4	17
14	24	26	20	21	12	6	1	4	18
15	24	26	20	21	12	6	1	4	15
16	24	26	20	21	12	6	1	4	19
17	24	26	20	21	12	6	1	4	18
18	24	26	20	21	12	6	1	4	18
19	24	26	20	21	12	6	1	4	19
20	24	26	20	21	12	6	1	4	17
21	24	26	20	21	12	6	1	4	19
22	24	26	20	21	12	6	1	4	18
23	24	26	20	21	12	6	1	4	16
24	24	26	20	21	12	6	1	4	19
25	24	26	20	21	12	6	1	4	19
26	24	26	20	21	12	6	1	4	16
27	24	26	20	21	12	6	1	4	18
28	24	26	20	21	12	6	1	4	16
29	24	26	20	21	12	6	1	4	19
30	24	26	20	21	12	6	1	4	17
31	24	26	20	21	12	6	1	4	18
32	24	26	20	21	12	6	1	4	18
33	24	26	20	21	12	6	1	4	19
34	24	26	20	21	12	6	1	4	17
35	24	26	20	21	12	6	1	4	19
36	24	26	20	21	12	6	1	4	17
37	24	26	20	21	12	6	1	4	17
38	24	26	20	21	12	6	1	4	16
39	24	26	20	21	12	6	1	4	19
40	24	26	20	21	12	6	1	4	18
41	24	26	20	21	12	6	1	4	17
42	24	26	20	21	12	6	1	4	15
43	24	26	20	21	12	6	1	4	18
44	24	26	20	21	12	6	1	4	17
45	24	26	20	21	12	6	1	4	19
46	24	26	20	21	12	6	1	4	19
47	24	26	20	21	12	6	1	4	17
48	24	26	20	21	12	6	1	4	19
49	24	26	20	21	12	6	1	4	19
50	24	26	20	21	12	6	1	4	17
51	24	26	20	21	12	6	1	4	17
52	24	26	20	21	12	6	1	4	17
53	24	26	20	21	12	6	1	4	19
54	24	26	20	21	12	6	1	4	19
55	24	26	20	21	12	6	1	4	18
56	24	26	20	21	12	6	1	4	19
57	24	26	20	21	12	6	1	4	18
58	24	26	20	21	12	6	1	4	17
59	24	26	20	21	12	6	1	4	18
60	24	26	20	21	12	6	1	4	16
61	24	26	20	21	12	6	1	4	18
62	24	26	20	21	12	6	1	4	19
63	24	26	20	21	12	6	1	4	19
64	24	26	20	21	12	6	1	4	17
65	24	26	20	21	12	6	1	4	16
66	24	26	20	21	12	6	1	4	17
67	24	26	20	21	12	6	1	4	17
68	24	26	20	21	12	6	1	4	18
69	24	26	20	21	12	6	1	4	17
70	24	26	20	21	12	6	1	4	16
71	24	26	20	21	12	6	1	4	17
72	24	26	20	21	12	6	1	4	18
73	24	26	20	21	12	6	1	4	17
74	24	26	20	21	12	6	1	4	17
75	24	26	20	21	12	6	1	4	17
76	24	26	20	21	12	6	1	4	18
77	24	26	20	21	12	6	1	4	18
78	24	26	20	21	12	6	1	4	17
79	24	26	20	21	12	6	1	4	18
80	24	26	20	21	12	6	1	4	16
81	24	26	20	21	12	6	1	4	18
82	24	26	20	21	12	6	1	4	18
83	24	26	20	21	12	6	1	4	17
84	24	26	20	21	12	6	1	4	18
85	24	26	20	21	12	6	1	4	18
86	24	26	20	21	12	6	1	4	19
87	24	26	20	21	12	6	1	4	19
88	24	26	20	21	12	6	1	4	16
89	24	26	20	21	12	6	1	4	19
90	24	26	20	21	12	6	1	4	16
91	24	26	20	21	12	6	1	4	18
92	24	26	20	21	12	6	1	4	18
93	24	26	20	21	12	6	1	4	17
94	24	26	20	21	12	6	1	4	19
95	24	26	20	21	12	6	1	4	18
96	24	26	20	21	12	6	1	4	18
97	24	26	20	21	12	6	1	4	18
98	24	26	20	21	12	6	1	4	19
99	24	26	20	21	12	6	1	4	17
100	24	26	20	21	12	6	1	4	20

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	24	26	20	21	12	6	1	4	18
1	24	26	20	21	12	6	1	4	18
2	24	26	20	21	12	6	1	4	19
3	24	26	20	21	12	6	1	4	18
4	24	26	20	21	12	6	1	4	19
5	24	26	20	21	12	6	1	4	19
6	24	26	20	21	12	6	1	4	17
7	24	26	20	21	12	6	1	4	19
8	24	26	20	21	12	6	1	4	18
9	24	26	20	21	12	6	1	4	17
10	24	26	20	21	12	6	1	4	16
11	24	26	20	21	12	6	1	4	19
12	24	26	20	21	12	6	1	4	18
13	24	26	20	21	12	6	1	4	16
14	24	26	20	21	12	6	1	4	17
15	24	26	20	21	12	6	1	4	15
16	24	26	20	21	12	6	1	4	17
17	24	26	20	21	12	6	1	4	15
18	24	26	20	21	12	6	1	4	16
19	24	26	20	21	12	6	1	4	15
20	24	26	20	21	12	6	1	4	18
21	24	26	20	21	12	6	1	4	19
22	24	26	20	21	12	6	1	4	18
23	24	26	20	21	12	6	1	4	16
24	24	26	20	21	12	6	1	4	19
25	24	26	20	21	12	6	1	4	18
26	24	26	20	21	12	6	1	4	19
27	24	26	20	21	12	6	1	4	18
28	24	26	20	21	12	6	1	4	15
29	24	26	20	21	12	6	1	4	17
30	24	26	20	21	12	6	1	4	18
31	24	26	20	21	12	6	1	4	19
32	24	26	20	21	12	6	1	4	17
33	24	26	20	21	12	6	1	4	17
34	24	26	20	21	12	6	1	4	17
35	24	26	20	21	12	6	1	4	18
36	24	26	20	21	12	6	1	4	17
37	24	26	20	21	12	6	1	4	19
38	24	26	20	21	12	6	1	4	15
39	24	26	20	21	12	6	1	4	17
40	24	26	20	21	12	6	1	4	19
41	24	26	20	21	12	6	1	4	17
42	24	26	20	21	12	6	1	4	17
43	24	26	20	21	12	6	1	4	18
44	24	26	20	21	12	6	1	4	18
45	24	26	20	21	12	6	1	4	17
46	24	26	20	21	12	6	1	4	17
47	24	26	20	21	12	6	1	4	17
48	24	26	20	21	12	6	1	4	16
49	24	26	20	21	12	6	1	4	18
50	24	26	20	21	12	6	1	4	19
51	24	26	20	21	12	6	1	4	18
52	24	26	20	21	12	6	1	4	18
53	24	26	20	21	12	6	1	4	18
54	24	26	20	21	12	6	1	4	17
55	24	26	20	21	12	6	1	4	17
56	24	26	20	21	12	6	1	4	18
57	24	26	20	21	12	6	1	4	19
58	24	26	20	21	12	6	1	4	19
59	24	26	20	21	12	6	1	4	19
60	24	26	20	21	12	6	1	4	16
61	24	26	20	21	12	6	1	4	18
62	24	26	20	21	12	6	1	4	16
63	24	26	20	21	12	6	1	4	17
64	24	26	20	21	12	6	1	4	15
65	24	26	20	21	12	6	1	4	17
66	24	26	20	21	12	6	1	4	16
67	24	26	20	21	12	6	1	4	16
68	24	26	20	21	12	6	1	4	18
69	24	26	20	21	12	6	1	4	18
70	24	26	20	21	12	6	1	4	19
71	24	26	20	21	12	6	1	4	18
72	24	26	20	21	12	6	1	4	19
73	24	26	20	21	12	6	1	4	17
74	24	26	20	21	12	6	1	4	18
75	24	26	20	21	12	6	1	4	17
76	24	26	20	21	12	6	1	4	19
77	24	26	20	21	12	6	1	4	18
78	24	26	20	21	12	6	1	4	17
79	24	26	20	21	12	6	1	4	17
80	24	26	20	21	12	6	1	4	16
81	24	26	20	21	12	6	1	4	15
82	24	26	20	21	12	6	1	4	17
83	24	26	20	21	12	6	1	4	19
84	24	26	20	21	12	6	1	4	18
85	24	26	20	21	12	6	1	4	16
86	24	26	20	21	12	6	1	4	18
87	24	26	20	21	12	6	1	4	15
88	24	26	20	21	12	6	1	4	19
89	24	26	20	21	12	6	1	4	15
90	24	26	20	21	12	6	1	4	17
91	24	26	20	21	12	6	1	4	19
92	24	26	20	21	12	6	1	4	19
93	24	26	20	21	12	6	1	4	18
94	24	26	20	21	12	6	1	4	16
95	24	26	20	21	12	6	1	4	18
96	24	26	20	21	12	6	1	4	18
97	24	26	20	21	12	6	1	4	18
98	24	26	20	21	12	6	1	4	16
99	24	26	20	21	12	6	1	4	16
100	24	26	20	21	12	6	1	4	20

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	24	26	20	21	12	6	1	4	17
1	24	26	20	21	12	6	1	4	16
2	24	26	20	21	12	6	1	4	18
3	24	26	20	21	12	6	1	4	15
4	24	26	20	21	12	6	1	4	18
5	24	26	20	21	12	6	1	4	19
6	24	26	20	21	12	6	1	4	18
7	24	26	20	21	12	6	1	4	18
8	24	26	20	21	12	6	1	4	19
9	24	26	20	21	12	6	1	4	17
10	24	26	20	21	12	6	1	4	17
11	24	26	20	21	12	6	1	4	17
12	24	26	20	21	12	6	1	4	18
13	24	26	20	21	12	6	1	4	19
14	24	26	20	21	12	6	1	4	15
15	24	26	20	21	12	6	1	4	18
16	24	26	20	21	12	6	1	4	19
17	24	26	20	21	12	6	1	4	16
18	24	26	20	21	12	6	1	4	18
19	24	26	20	21	12	6	1	4	15
20	24	26	20	21	12	6	1	4	19
21	24	26	20	21	12	6	1	4	18
22	24	26	20	21	12	6	1	4	17
23	24	26	20	21	12	6	1	4	18
24	24	26	20	21	12	6	1	4	19
25	24	26	20	21	12	6	1	4	19
26	24	26	20	21	12	6	1	4	19
27	24	26	20	21	12	6	1	4	19
28	24	26	20	21	12	6	1	4	18
29	24	26	20	21	12	6	1	4	18
30	24	26	20	21	12	6	1	4	19
31	24	26	20	21	12	6	1	4	18
32	24	26	20	21	12	6	1	4	16
33	24	26	20	21	12	6	1	4	19
34	24	26	20	21	12	6	1	4	18
35	24	26	20	21	12	6	1	4	19
36	24	26	20	21	12	6	1	4	16
37	24	26	20	21	12	6	1	4	17
38	24	26	20	21	12	6	1	4	19
39	24	26	20	21	12	6	1	4	18
40	24	26	20	21	12	6	1	4	18
41	24	26	20	21	12	6	1	4	15
42	24	26	20	21	12	6	1	4	16
43	24	26	20	21	12	6	1	4	18
44	24	26	20	21	12	6	1	4	19
45	24	26	20	21	12	6	1	4	16
46	24	26	20	21	12	6	1	4	15
47	24	26	20	21	12	6	1	4	19
48	24	26	20	21	12	6	1	4	17
49	24	26	20	21	12	6	1	4	15
50	24	26	20	21	12	6	1	4	19
51	24	26	20	21	12	6	1	4	19
52	24	26	20	21	12	6	1	4	17
53	24	26	20	21	12	6	1	4	19
54	24	26	20	21	12	6	1	4	18
55	24	26	20	21	12	6	1	4	18
56	24	26	20	21	12	6	1	4	16
57	24	26	20	21	12	6	1	4	18
58	24	26	20	21	12	6	1	4	17
59	24	26	20	21	12	6	1	4	16
60	24	26	20	21	12	6	1	4	18
61	24	26	20	21	12	6	1	4	19
62	24	26	20	21	12	6	1	4	19
63	24	26	20	21	12	6	1	4	17
64	24	26	20	21	12	6	1	4	17
65	24	26	20	21	12	6	1	4	16
66	24	26	20	21	12	6	1	4	19
67	24	26	20	21	12	6	1	4	18
68	24	26	20	21	12	6	1	4	19
69	24	26	20	21	12	6	1	4	19
70	24	26	20	21	12	6	1	4	18
71	24	26	20	21	12	6	1	4	18
72	24	26	20	21	12	6	1	4	17
73	24	26	20	21	12	6	1	4	17
74	24	26	20	21	12	6	1	4	17
75	24	26	20	21	12	6	1	4	19
76	24	26	20	21	12	6	1	4	15
77	24	26	20	21	12	6	1	4	16
78	24	26	20	21	12	6	1	4	18
79	24	26	20	21	12	6	1	4	19
80	24	26	20	21	12	6	1	4	19
81	24	26	20	21	12	6	1	4	18
82	24	26	20	21	12	6	1	4	19
83	24	26	20	21	12	6	1	4	16
84	24	26	20	21	12	6	1	4	18
85	24	26	20	21	12	6	1	4	17
86	24	26	20	21	12	6	1	4	19
87	24	26	20	21	12	6	1	4	19
88	24	26	20	21	12	6	1	4	18
89	24	26	20	21	12	6	1	4	17
90	24	26	20	21	12	6	1	4	16
91	24	26	20	21	12	6	1	4	19
92	24	26	20	21	12	6	1	4	18
93	24	26	20	21	12	6	1	4	17
94	24	26	20	21	12	6	1	4	18
95	24	26	20	21	12	6	1	4	18
96	24	26	20	21	12	6	1	4	16
97	24	26	20	21	12	6	1	4	16
98	24	26	20	21	12	6	1	4	18
99	24	26	20	21	12	6	1	4	18
100	24	26	20	21	12	6	1	4	20

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	24	26	20	21	12	6	1	4	18
1	24	26	20	21	12	6	1	4	19
2	24	26	20	21	12	6	1	4	15
3	24	26	20	21	12	6	1	4	18
4	24	26	20	21	12	6	1	4	18
5	24	26	20	21	12	6	1	4	19
6	24	26	20	21	12	6	1	4	18
7	24	26	20	21	12	6	1	4	19
8	24	26	20	21	12	6	1	4	19
9	24	26	20	21	12	6	1	4	19
10	24	26	20	21	12	6	1	4	18
11	24	26	20	21	12	6	1	4	19
12	24	26	20	21	12	6	1	4	19
13	24	26	20	21	12	6	1	4	19
14	24	26	20	21	12	6	1	4	16
15	24	26	20	21	12	6	1	4	17
16	24	26	20	21	12	6	1	4	19
17	24	26	20	21	12	6	1	4	18
18	24	26	20	21	12	6	1	4	15
19	24	26	20	21	12	6	1	4	17
20	24	26	20	21	12	6	1	4	17
21	24	26	20	21	12	6	1	4	16
22	24	26	20	21	12	6	1	4	15
23	24	26	20	21	12	6	1	4	19
24	24	26	20	21	12	6	1	4	18
25	24	26	20	21	12	6	1	4	19
26	24	26	20	21	12	6	1	4	15
27	24	26	20	21	12	6	1	4	17
28	24	26	20	21	12	6	1	4	18
29	24	26	20	21	12	6	1	4	19
30	24	26	20	21	12	6	1	4	15
31	24	26	20	21	12	6	1	4	18
32	24	26	20	21	12	6	1	4	17
33	24	26	20	21	12	6	1	4	19
34	24	26	20	21	12	6	1	4	17
35	24	26	20	21	12	6	1	4	18
36	24	26	20	21	12	6	1	4	18
37	24	26	20	21	12	6	1	4	18
38	24	26	20	21	12	6	1	4	19
39	24	26	20	21	12	6	1	4	19
40	24	26	20	21	12	6	1	4	19
41	24	26	20	21	12	6	1	4	18
42	24	26	20	21	12	6	1	4	19
43	24	26	20	21	12	6	1	4	15
44	24	26	20	21	12	6	1	4	18
45	24	26	20	21	12	6	1	4	18
46	24	26	20	21	12	6	1	4	16
47	24	26	20	21	12	6	1	4	18
48	24	26	20	21	12	6	1	4	19
49	24	26	20	21	12	6	1	4	19
50	24	26	20	21	12	6	1	4	17
51	24	26	20	21	12	6	1	4	18
52	24	26	20	21	12	6	1	4	17
53	24	26	20	21	12	6	1	4	17
54	24	26	20	21	12	6	1	4	18
55	24	26	20	21	12	6	1	4	17
56	24	26	20	21	12	6	1	4	18
57	24	26	20	21	12	6	1	4	18
58	24	26	20	21	12	6	1	4	19
59	24	26	20	21	12	6	1	4	16
60	24	26	20	21	12	6	1	4	16
61	24	26	20	21	12	6	1	4	19
62	24	26	20	21	12	6	1	4	18
63	24	26	20	21	12	6	1	4	17
64	24	26	20	21	12	6	1	4	17
65	24	26	20	21	12	6	1	4	18
66	24	26	20	21	12	6	1	4	18
67	24	26	20	21	12	6	1	4	16
68	24	26	20	21	12	6	1	4	19
69	24	26	20	21	12	6	1	4	19
70	24	26	20	21	12	6	1	4	17
71	24	26	20	21	12	6	1	4	18
72	24	26	20	21	12	6	1	4	18
73	24	26	20	21	12	6	1	4	18
74	24	26	20	21	12	6	1	4	16
75	24	26	20	21	12	6	1	4	17
76	24	26	20	21	12	6	1	4	19
77	24	26	20	21	12	6	1	4	17
78	24	26	20	21	12	6	1	4	18
79	24	26	20	21	12	6	1	4	16
80	24	26	20	21	12	6	1	4	18
81	24	26	20	21	12	6	1	4	18
82	24	26	20	21	12	6	1	4	19
83	24	26	20	21	12	6	1	4	18
84	24	26	20	21	12	6	1	4	16
85	24	26	20	21	12	6	1	4	18
86	24	26	20	21	12	6	1	4	18
87	24	26	20	21	12	6	1	4	18
88	24	26	20	21	12	6	1	4	17
89	24	26	20	21	12	6	1	4	18
90	24	26	20	21	12	6	1	4	16
91	24	26	20	21	12	6	1	4	19
92	24	26	20	21	12	6	1	4	15
93	24	26	20	21	12	6	1	4	16
94	24	26	20	21	12	6	1	4	18
95	24	26	20	21	12	6	1	4	19
96	24	26	20	21	12	6	1	4	18
97	24	26	20	21	12	6	1	4	16
98	24	26	20	21	12	6	1	4	17
99	24	26	20	21	12	6	1	4	19
100	24	26	20	21	12	6	1	4	20

Iteracao	Valor 1	Valor 2	Valor 3	Valor 4	Valor 5	Valor 6	Valor 7	Valor 8	Custo
0	24	26	20	21	12	6	1	4	18
1	24	26	20	21	12	6	1	4	17
2	24	26	20	21	12	6	1	4	17
3	24	26	20	21	12	6	1	4	17
4	24	26	20	21	12	6	1	4	18
5	24	26	20	21	12	6	1	4	19
6	24	26	20	21	12	6	1	4	19
7	24	26	20	21	12	6	1	4	17
8	24	26	20	21	12	6	1	4	19
9	24	26	20	21	12	6	1	4	18
10	24	26	20	21	12	6	1	4	16
11	24	26	20	21	12	6	1	4	19
12	24	26	20	21	12	6	1	4	17
13	24	26	20	21	12	6	1	4	19
14	24	26	20	21	12	6	1	4	15
15	24	26	20	21	12	6	1	4	18
16	24	26	20	21	12	6	1	4	19
17	24	26	20	21	12	6	1	4	18
18	24	26	20	21	12	6	1	4	18
19	24	26	20	21	12	6	1	4	18
20	24	26	20	21	12	6	1	4	18
21	24	26	20	21	12	6	1	4	17
22	24	26	20	21	12	6	1	4	18
23	24	26	20	21	12	6	1	4	19
24	24	26	20	21	12	6	1	4	19
25	24	26	20	21	12	6	1	4	18
26	24	26	20	21	12	6	1	4	17
27	24	26	20	21	12	6	1	4	18
28	24	26	20	21	12	6	1	4	18
29	24	26	20	21	12	6	1	4	19
30	24	26	20	21	12	6	1	4	16
31	24	26	20	21	12	6	1	4	18
32	24	26	20	21	12	6	1	4	19
33	24	26	20	21	12	6	1	4	18
34	24	26	20	21	12	6	1	4	18
35	24	26	20	21	12	6	1	4	19
36	24	26	20	21	12	6	1	4	17
37	24	26	20	21	12	6	1	4	17
38	24	26	20	21	12	6	1	4	17
39	24	26	20	21	12	6	1	4	18
40	24	26	20	21	12	6	1	4	17
41	24	26	20	21	12	6	1	4	19
